#chr1	x1	x2	chr2:y1-y2,2
chr4	107210000	107215000	chr4:107250000-107255000,2
chr4	109250000	109255000	chr4:109305000-109310000,2
chr4	109370000	109375000	chr4:109415000-109420000,2
chr4	116265000	116270000	chr4:116320000-116325000,2
chr4	114665000	114670000	chr4:114700000-114705000,2
chr4	117790000	117795000	chr4:117825000-117830000,2
chr4	117180000	117185000	chr4:117215000-117220000,2
chr4	136250000	136255000	chr4:136330000-136335000,2
chr4	44610000	44615000	chr4:44645000-44650000,2
chr4	108890000	108895000	chr4:108970000-108975000,2
chr4	118330000	118335000	chr4:118365000-118370000,2
chr4	109585000	109590000	chr4:109665000-109670000,2
chr4	126130000	126135000	chr4:126215000-126220000,2
chr4	41545000	41550000	chr4:41580000-41585000,2
chr4	41075000	41080000	chr4:41155000-41160000,2
chr4	45225000	45230000	chr4:45260000-45265000,2
chr4	58315000	58320000	chr4:58350000-58355000,2
chr4	83040000	83045000	chr4:83090000-83095000,2
chr4	86235000	86240000	chr4:86315000-86320000,2
chr4	105945000	105950000	chr4:105980000-105985000,2
chr4	45395000	45400000	chr4:45435000-45440000,2
chr4	93090000	93095000	chr4:93125000-93130000,2
chr4	93450000	93455000	chr4:93490000-93495000,2
chr4	93140000	93145000	chr4:93175000-93180000,2
chr4	100860000	100865000	chr4:100895000-100900000,2
chr4	102255000	102260000	chr4:102300000-102305000,2
chr4	105995000	106000000	chr4:106030000-106035000,2
chr4	102935000	102940000	chr4:102970000-102975000,2
chr4	108800000	108805000	chr4:108835000-108840000,2
chr4	4945000	4950000	chr4:4980000-4985000,2
chr4	8185000	8190000	chr4:8265000-8270000,2
chr4	5745000	5750000	chr4:5780000-5785000,2
chr4	72935000	72940000	chr4:72970000-72975000,2
chr4	99520000	99525000	chr4:99610000-99615000,2
chr4	117155000	117160000	chr4:117220000-117225000,2
chr4	53430000	53435000	chr4:53475000-53480000,2
chr4	57955000	57960000	chr4:57990000-57995000,2
chr4	57170000	57175000	chr4:57275000-57280000,2
chr4	63520000	63525000	chr4:63595000-63600000,2
chr4	58895000	58900000	chr4:58930000-58935000,2
chr4	81275000	81280000	chr4:81310000-81315000,2
chr4	87885000	87890000	chr4:87985000-87990000,2
chr4	84065000	84070000	chr4:84120000-84125000,2
chr4	99520000	99525000	chr4:99555000-99560000,2
chr4	94050000	94055000	chr4:94090000-94095000,2
chr4	134565000	134570000	chr4:134655000-134660000,2
chr4	8945000	8950000	chr4:9050000-9055000,2
chr4	9485000	9490000	chr4:9520000-9525000,2
chr4	11245000	11250000	chr4:11285000-11290000,2
chr4	11190000	11195000	chr4:11265000-11270000,2
chr4	11760000	11765000	chr4:11795000-11800000,2
chr4	11320000	11325000	chr4:11390000-11395000,2
chr4	55190000	55195000	chr4:55225000-55230000,2
chr4	45820000	45825000	chr4:45855000-45860000,2
chr4	44770000	44775000	chr4:44805000-44810000,2
chr4	45555000	45560000	chr4:45605000-45610000,2
chr4	102485000	102490000	chr4:102985000-102990000,2
chr4	107585000	107590000	chr4:107620000-107625000,2
chr4	102795000	102800000	chr4:102840000-102845000,2
chr4	108035000	108040000	chr4:108325000-108330000,2
chr4	107750000	107755000	chr4:107835000-107840000,2
chr4	116330000	116335000	chr4:116375000-116380000,2
chr4	109205000	109210000	chr4:109250000-109255000,2
chr4	117965000	117970000	chr4:118015000-118020000,2
chr4	116875000	116880000	chr4:116945000-116950000,2
chr4	131995000	132000000	chr4:132030000-132035000,2
chr4	129820000	129825000	chr4:129855000-129860000,2
chr4	135155000	135160000	chr4:135190000-135195000,2
chr4	134120000	134125000	chr4:134165000-134170000,2
chr4	138330000	138335000	chr4:138375000-138380000,2
chr4	150665000	150670000	chr4:150705000-150710000,2
chr4	145435000	145440000	chr4:147475000-147480000,2
chr4	32250000	32255000	chr4:32375000-32380000,2
chr4	20705000	20710000	chr4:20740000-20745000,2
chr4	9665000	9670000	chr4:9700000-9705000,2
chr4	9135000	9140000	chr4:9445000-9450000,2
chr4	43560000	43565000	chr4:43710000-43715000,2
chr4	41210000	41215000	chr4:41265000-41270000,2
chr4	33205000	33210000	chr4:33245000-33250000,2
chr4	32300000	32305000	chr4:32370000-32375000,2
chr4	62350000	62355000	chr4:62500000-62505000,2
chr4	53835000	53840000	chr4:53870000-53875000,2
chr4	51410000	51415000	chr4:51445000-51450000,2
chr4	48580000	48585000	chr4:48660000-48665000,2
chr4	84715000	84720000	chr4:85075000-85080000,2
chr4	81440000	81445000	chr4:81490000-81495000,2
chr4	81210000	81215000	chr4:81250000-81255000,2
chr4	63405000	63410000	chr4:63540000-63545000,2
chr4	99490000	99495000	chr4:99715000-99720000,2
chr4	92885000	92890000	chr4:92935000-92940000,2
chr4	89165000	89170000	chr4:89235000-89240000,2
chr4	86045000	86050000	chr4:86535000-86540000,2
chr4	105175000	105180000	chr4:105230000-105235000,2
chr4	101090000	101095000	chr4:101135000-101140000,2
chr4	100405000	100410000	chr4:100520000-100525000,2
chr4	106705000	106710000	chr4:106775000-106780000,2
chr4	107250000	107255000	chr4:107320000-107325000,2
chr4	107105000	107110000	chr4:107175000-107180000,2
chr4	106910000	106915000	chr4:106955000-106960000,2
chr4	107485000	107490000	chr4:107545000-107550000,2
chr4	107430000	107435000	chr4:107465000-107470000,2
chr4	122805000	122810000	chr4:122885000-122890000,2
chr4	120780000	120785000	chr4:120815000-120820000,2
chr4	117340000	117345000	chr4:117440000-117445000,2
chr4	117020000	117025000	chr4:117155000-117160000,2
chr4	11845000	11850000	chr4:11880000-11885000,2
chr4	57755000	57760000	chr4:57795000-57800000,2
chr4	59220000	59225000	chr4:59320000-59325000,2
chr4	88940000	88945000	chr4:88980000-88985000,2
chr4	107020000	107025000	chr4:107160000-107165000,2
chr4	133745000	133750000	chr4:133825000-133830000,2
chr4	58400000	58405000	chr4:58500000-58505000,2
chr4	141425000	141430000	chr4:141500000-141505000,2
chr4	33030000	33035000	chr4:33245000-33250000,2
chr4	57395000	57400000	chr4:57430000-57435000,2
chr4	149805000	149810000	chr4:149955000-149960000,2
chr4	84545000	84550000	chr4:84595000-84600000,2
chr4	101230000	101235000	chr4:101355000-101360000,2
chr4	150815000	150820000	chr4:150850000-150855000,2
chr4	102415000	102420000	chr4:102450000-102455000,2
chr4	45435000	45440000	chr4:45525000-45530000,2
chr4	95870000	95875000	chr4:95910000-95915000,2
chr4	84200000	84205000	chr4:84675000-84680000,2
chr4	150460000	150465000	chr4:150495000-150500000,2
chr4	72625000	72630000	chr4:72660000-72665000,2
chr4	150775000	150780000	chr4:150850000-150855000,2
chr4	102275000	102280000	chr4:102355000-102360000,2
chr4	88950000	88955000	chr4:89000000-89005000,2
chr4	106470000	106475000	chr4:106525000-106530000,2
chr4	95310000	95315000	chr4:95390000-95395000,2
chr4	9610000	9615000	chr4:9665000-9670000,2
chr4	84640000	84645000	chr4:84675000-84680000,2
chr4	99670000	99675000	chr4:99715000-99720000,2
chr4	150380000	150385000	chr4:150460000-150465000,2
chr4	95055000	95060000	chr4:95135000-95140000,2
chr4	59220000	59225000	chr4:59290000-59295000,2
chr4	32200000	32205000	chr4:32235000-32240000,2
chr4	133010000	133015000	chr4:133135000-133140000,2
chr4	102380000	102385000	chr4:102415000-102420000,2
chr4	95050000	95055000	chr4:95390000-95395000,2
chr4	34775000	34780000	chr4:34880000-34885000,2
chr4	149275000	149280000	chr4:149310000-149315000,2
chr4	135085000	135090000	chr4:135120000-135125000,2
chr4	118015000	118020000	chr4:118055000-118060000,2
chr4	108325000	108330000	chr4:108460000-108465000,2
chr4	107075000	107080000	chr4:107165000-107170000,2
chr4	101355000	101360000	chr4:101400000-101405000,2
chr4	100095000	100100000	chr4:100405000-100410000,2
chr4	84475000	84480000	chr4:84510000-84515000,2
chr4	83815000	83820000	chr4:83920000-83925000,2
chr4	64235000	64240000	chr4:64280000-64285000,2
chr4	62465000	62470000	chr4:62500000-62505000,2
chr4	141425000	141430000	chr4:141565000-141570000,2
chr4	135545000	135550000	chr4:135600000-135605000,2
chr4	108325000	108330000	chr4:108395000-108400000,2
chr4	102610000	102615000	chr4:102645000-102650000,2
chr4	88350000	88355000	chr4:88540000-88545000,2
chr4	83415000	83420000	chr4:83450000-83455000,2
chr4	57245000	57250000	chr4:57300000-57305000,2
chr4	43630000	43635000	chr4:43675000-43680000,2
chr4	135530000	135535000	chr4:135665000-135670000,2
chr4	117120000	117125000	chr4:117155000-117160000,2
chr4	107950000	107955000	chr4:108325000-108330000,2
chr4	106775000	106780000	chr4:107175000-107180000,2
chr4	95050000	95055000	chr4:95465000-95470000,2
chr4	57450000	57455000	chr4:57555000-57560000,2
chr4	55005000	55010000	chr4:55040000-55045000,2
chr4	32235000	32240000	chr4:32300000-32305000,2
chr4	11320000	11325000	chr4:11465000-11470000,2
chr4	106910000	106915000	chr4:107020000-107025000,2
chr4	102355000	102360000	chr4:102415000-102420000,2
chr4	95090000	95095000	chr4:95145000-95150000,2
chr4	82640000	82645000	chr4:82690000-82695000,2
chr4	58910000	58915000	chr4:58995000-59000000,2
chr4	58400000	58405000	chr4:58545000-58550000,2
chr4	57795000	57800000	chr4:57845000-57850000,2
chr4	84345000	84350000	chr4:84400000-84405000,2
chr4	114915000	114920000	chr4:114955000-114960000,2
chr4	57720000	57725000	chr4:57755000-57760000,2
chr4	133670000	133675000	chr4:133825000-133830000,2
chr4	140730000	140735000	chr4:140900000-140905000,2
chr4	135530000	135535000	chr4:135565000-135570000,2
chr4	134600000	134605000	chr4:134665000-134670000,2
chr4	150960000	150965000	chr4:151000000-151005000,2
chr4	141300000	141305000	chr4:141345000-141350000,2
chr4	8825000	8830000	chr4:8870000-8875000,2
chr4	152035000	152040000	chr4:152075000-152080000,2
chr4	56320000	56325000	chr4:56365000-56370000,2
chr4	45435000	45440000	chr4:45470000-45475000,2
chr4	63960000	63965000	chr4:64000000-64005000,2
chr4	58300000	58305000	chr4:58400000-58405000,2
chr4	83910000	83915000	chr4:84200000-84205000,2
chr4	95350000	95355000	chr4:95385000-95390000,2
chr4	98475000	98480000	chr4:98560000-98565000,2
chr4	99045000	99050000	chr4:99080000-99085000,2
chr4	107950000	107955000	chr4:108035000-108040000,2
chr4	106320000	106325000	chr4:106365000-106370000,2
chr4	117890000	117895000	chr4:118015000-118020000,2
chr4	117830000	117835000	chr4:117890000-117895000,2
chr4	150935000	150940000	chr4:150970000-150975000,2
chr4	120690000	120695000	chr4:120750000-120755000,2
chr4	34690000	34695000	chr4:34775000-34780000,2
chr4	4140000	4145000	chr4:4185000-4190000,2
chr4	42895000	42900000	chr4:42945000-42950000,2
chr4	56270000	56275000	chr4:56305000-56310000,2
chr4	40895000	40900000	chr4:40940000-40945000,2
chr4	83020000	83025000	chr4:83060000-83065000,2
chr4	63685000	63690000	chr4:63830000-63835000,2
chr4	99005000	99010000	chr4:99080000-99085000,2
chr4	95150000	95155000	chr4:95185000-95190000,2
chr4	101185000	101190000	chr4:101355000-101360000,2
chr4	100185000	100190000	chr4:100220000-100225000,2
chr4	122885000	122890000	chr4:122955000-122960000,2
chr4	102225000	102230000	chr4:102645000-102650000,2
chr4	123215000	123220000	chr4:123280000-123285000,2
chr4	122995000	123000000	chr4:123035000-123040000,2
chr4	135600000	135605000	chr4:135665000-135670000,2
chr4	125115000	125120000	chr4:125210000-125215000,2
chr4	14825000	14830000	chr4:14920000-14925000,2
chr4	141500000	141505000	chr4:141565000-141570000,2
chr4	83300000	83305000	chr4:95050000-95055000,2
chr4	57605000	57610000	chr4:57670000-57675000,2
chr4	65085000	65090000	chr4:65125000-65130000,2
chr4	76445000	76450000	chr4:76480000-76485000,2
chr4	40785000	40790000	chr4:40840000-40845000,2
chr4	95160000	95165000	chr4:95870000-95875000,2
chr4	95050000	95055000	chr4:95610000-95615000,2
chr4	102985000	102990000	chr4:103050000-103055000,2
chr4	100315000	100320000	chr4:100375000-100380000,2
chr4	33030000	33035000	chr4:33290000-33295000,2
chr4	15210000	15215000	chr4:15265000-15270000,2
chr4	150380000	150385000	chr4:150435000-150440000,2
chr4	114915000	114920000	chr4:114980000-114985000,2
chr4	58500000	58505000	chr4:58535000-58540000,2
chr4	55605000	55610000	chr4:55645000-55650000,2
chr4	63700000	63705000	chr4:63740000-63745000,2
chr4	80950000	80955000	chr4:81000000-81005000,2
chr4	83780000	83785000	chr4:83815000-83820000,2
chr4	82360000	82365000	chr4:82470000-82475000,2
chr4	84675000	84680000	chr4:85075000-85080000,2
chr4	95330000	95335000	chr4:95425000-95430000,2
chr4	99075000	99080000	chr4:99110000-99115000,2
chr4	95635000	95640000	chr4:95870000-95875000,2
chr4	102595000	102600000	chr4:102630000-102635000,2
chr4	101185000	101190000	chr4:101230000-101235000,2
chr4	107020000	107025000	chr4:107075000-107080000,2
chr4	106910000	106915000	chr4:107160000-107165000,2
chr4	139130000	139135000	chr4:139220000-139225000,2
chr4	135090000	135095000	chr4:135140000-135145000,2
chr4	150705000	150710000	chr4:150775000-150780000,2
chr4	140830000	140835000	chr4:140900000-140905000,2
chr4	47435000	47440000	chr4:47470000-47475000,2
chr4	40840000	40845000	chr4:40880000-40885000,2
chr4	107175000	107180000	chr4:107210000-107215000,2
chr4	106990000	106995000	chr4:107025000-107030000,2
chr4	107750000	107755000	chr4:107785000-107790000,2
chr4	120030000	120035000	chr4:120070000-120075000,2
chr4	105150000	105155000	chr4:105270000-105275000,2
chr4	106525000	106530000	chr4:106560000-106565000,2
chr4	102415000	102420000	chr4:102565000-102570000,2
chr4	84405000	84410000	chr4:84445000-84450000,2
chr4	66765000	66770000	chr4:66825000-66830000,2
chr4	100295000	100300000	chr4:100330000-100335000,2
chr4	100880000	100885000	chr4:100915000-100920000,2
chr4	57670000	57675000	chr4:57755000-57760000,2
chr4	155155000	155160000	chr4:155215000-155220000,2
chr4	144895000	144900000	chr4:145010000-145015000,2
chr4	132730000	132735000	chr4:132765000-132770000,2
chr4	119000000	119005000	chr4:119195000-119200000,2
chr4	137860000	137865000	chr4:137895000-137900000,2
chr4	139130000	139135000	chr4:139190000-139195000,2
chr4	109480000	109485000	chr4:109665000-109670000,2
chr4	102225000	102230000	chr4:102565000-102570000,2
chr4	101655000	101660000	chr4:101720000-101725000,2
chr4	100030000	100035000	chr4:100405000-100410000,2
chr4	95680000	95685000	chr4:95730000-95735000,2
chr4	95000000	95005000	chr4:95870000-95875000,2
chr4	88545000	88550000	chr4:88640000-88645000,2
chr4	82470000	82475000	chr4:82540000-82545000,2
chr4	58910000	58915000	chr4:58960000-58965000,2
chr4	57475000	57480000	chr4:57515000-57520000,2
chr4	8870000	8875000	chr4:8935000-8940000,2
chr4	132845000	132850000	chr4:132880000-132885000,2
chr4	123620000	123625000	chr4:123655000-123660000,2
chr4	123155000	123160000	chr4:123280000-123285000,2
chr4	114665000	114670000	chr4:114915000-114920000,2
chr4	105350000	105355000	chr4:105405000-105410000,2
chr4	101250000	101255000	chr4:101285000-101290000,2
chr4	99955000	99960000	chr4:100030000-100035000,2
chr4	98560000	98565000	chr4:98695000-98700000,2
chr4	83450000	83455000	chr4:83485000-83490000,2
chr4	83435000	83440000	chr4:83470000-83475000,2
chr4	82980000	82985000	chr4:83020000-83025000,2
chr4	82415000	82420000	chr4:82490000-82495000,2
chr4	65190000	65195000	chr4:65265000-65270000,2
chr4	65155000	65160000	chr4:65190000-65195000,2
chr4	64085000	64090000	chr4:64155000-64160000,2
chr4	59385000	59390000	chr4:59555000-59560000,2
chr4	59125000	59130000	chr4:59160000-59165000,2
chr4	43675000	43680000	chr4:43710000-43715000,2
chr4	11730000	11735000	chr4:11765000-11770000,2
chr4	150040000	150045000	chr4:150075000-150080000,2
chr4	137075000	137080000	chr4:137310000-137315000,2
chr4	132810000	132815000	chr4:132845000-132850000,2
chr4	126260000	126265000	chr4:126305000-126310000,2
chr4	123305000	123310000	chr4:123345000-123350000,2
chr4	116165000	116170000	chr4:116200000-116205000,2
chr4	108325000	108330000	chr4:108425000-108430000,2
chr4	107950000	107955000	chr4:108005000-108010000,2
chr4	107465000	107470000	chr4:107605000-107610000,2
chr4	107285000	107290000	chr4:107320000-107325000,2
chr4	95310000	95315000	chr4:95475000-95480000,2
chr4	83920000	83925000	chr4:84675000-84680000,2
chr4	82995000	83000000	chr4:83085000-83090000,2
chr4	84475000	84480000	chr4:84540000-84545000,2
chr4	88225000	88230000	chr4:88265000-88270000,2
chr4	80870000	80875000	chr4:80910000-80915000,2
chr4	59670000	59675000	chr4:59715000-59720000,2
chr4	59385000	59390000	chr4:59460000-59465000,2
chr4	59290000	59295000	chr4:59340000-59345000,2
chr4	46145000	46150000	chr4:46180000-46185000,2
chr4	47290000	47295000	chr4:47400000-47405000,2
chr4	58830000	58835000	chr4:58865000-58870000,2
chr4	43630000	43635000	chr4:43710000-43715000,2
chr4	44065000	44070000	chr4:44120000-44125000,2
chr4	88870000	88875000	chr4:89055000-89060000,2
chr4	95050000	95055000	chr4:95870000-95875000,2
chr4	55540000	55545000	chr4:55600000-55605000,2
chr4	58265000	58270000	chr4:58400000-58405000,2
chr4	132270000	132275000	chr4:132310000-132315000,2
chr4	120145000	120150000	chr4:120185000-120190000,2
chr4	108220000	108225000	chr4:108325000-108330000,2
chr4	102985000	102990000	chr4:103115000-103120000,2
chr4	84230000	84235000	chr4:84265000-84270000,2
chr4	63365000	63370000	chr4:63405000-63410000,2
chr4	57490000	57495000	chr4:57555000-57560000,2
chr4	8870000	8875000	chr4:8910000-8915000,2
chr4	55540000	55545000	chr4:55645000-55650000,2
chr4	45470000	45475000	chr4:45525000-45530000,2
chr4	102440000	102445000	chr4:102475000-102480000,2
chr4	57450000	57455000	chr4:57605000-57610000,2
chr4	84120000	84125000	chr4:84200000-84205000,2
chr4	87940000	87945000	chr4:87985000-87990000,2
chr4	128955000	128960000	chr4:129060000-129065000,2
chr4	101285000	101290000	chr4:101355000-101360000,2
chr4	95425000	95430000	chr4:95475000-95480000,2
chr4	95055000	95060000	chr4:95090000-95095000,2
chr4	99080000	99085000	chr4:99170000-99175000,2
chr4	88870000	88875000	chr4:88905000-88910000,2
chr4	84545000	84550000	chr4:84675000-84680000,2
chr4	83300000	83305000	chr4:83340000-83345000,2
chr4	89145000	89150000	chr4:89530000-89535000,2
chr4	98560000	98565000	chr4:98620000-98625000,2
chr4	80910000	80915000	chr4:80950000-80955000,2
chr4	95050000	95055000	chr4:95160000-95165000,2
chr4	84510000	84515000	chr4:84545000-84550000,2
chr4	98400000	98405000	chr4:98440000-98445000,2
chr4	102225000	102230000	chr4:102480000-102485000,2
chr4	33245000	33250000	chr4:33290000-33295000,2
chr4	57555000	57560000	chr4:57605000-57610000,2
chr4	88935000	88940000	chr4:89055000-89060000,2
chr4	102570000	102575000	chr4:102605000-102610000,2
chr4	88870000	88875000	chr4:88935000-88940000,2
chr4	88950000	88955000	chr4:89035000-89040000,2
chr4	83260000	83265000	chr4:83300000-83305000,2
chr4	128955000	128960000	chr4:128990000-128995000,2
chr4	83300000	83305000	chr4:83415000-83420000,2
chr4	88935000	88940000	chr4:89125000-89130000,2
chr4	145560000	145565000	chr4:147520000-147525000,2
chr4	102490000	102495000	chr4:102570000-102575000,2
chr4	62695000	62700000	chr4:62755000-62760000,2
chr4	88865000	88870000	chr4:89135000-89140000,2
chr4	86055000	86060000	chr4:86090000-86095000,2
chr4	84675000	84680000	chr4:84740000-84745000,2
chr4	95390000	95395000	chr4:95425000-95430000,2
chr4	125175000	125180000	chr4:125210000-125215000,2
chr4	80870000	80875000	chr4:80950000-80955000,2
chr4	130035000	130040000	chr4:130100000-130105000,2
chr4	150705000	150710000	chr4:150850000-150855000,2
chr4	89055000	89060000	chr4:89125000-89130000,2
chr4	116170000	116175000	chr4:116220000-116225000,2
chr4	133010000	133015000	chr4:133065000-133070000,2
chr4	64085000	64090000	chr4:64235000-64240000,2
chr4	58415000	58420000	chr4:58460000-58465000,2
chr4	76295000	76300000	chr4:76330000-76335000,2
chr4	95425000	95430000	chr4:95870000-95875000,2
chr4	107175000	107180000	chr4:107250000-107255000,2
chr4	123155000	123160000	chr4:123215000-123220000,2
chr4	109095000	109100000	chr4:109145000-109150000,2
chr4	84675000	84680000	chr4:84855000-84860000,2
chr4	40770000	40775000	chr4:40895000-40900000,2
chr4	132765000	132770000	chr4:132805000-132810000,2
chr4	102490000	102495000	chr4:102645000-102650000,2
chr4	58830000	58835000	chr4:58910000-58915000,2
chr4	132940000	132945000	chr4:133010000-133015000,2
chr4	102225000	102230000	chr4:102275000-102280000,2
chr4	95310000	95315000	chr4:95350000-95355000,2
chr4	88640000	88645000	chr4:88720000-88725000,2
chr4	86205000	86210000	chr4:86240000-86245000,2
chr4	124935000	124940000	chr4:125115000-125120000,2
chr4	129285000	129290000	chr4:129385000-129390000,2
chr4	130680000	130685000	chr4:130720000-130725000,2
chr4	135055000	135060000	chr4:135090000-135095000,2
chr4	137210000	137215000	chr4:137310000-137315000,2
chr4	9135000	9140000	chr4:9665000-9670000,2
chr4	40170000	40175000	chr4:40210000-40215000,2
chr4	44065000	44070000	chr4:44150000-44155000,2
chr4	58265000	58270000	chr4:58540000-58545000,2
chr4	63490000	63495000	chr4:63545000-63550000,2
chr4	78295000	78300000	chr4:78350000-78355000,2
chr4	83520000	83525000	chr4:83580000-83585000,2
chr4	84065000	84070000	chr4:84200000-84205000,2
chr4	84260000	84265000	chr4:84300000-84305000,2
chr4	86090000	86095000	chr4:86125000-86130000,2
chr4	87985000	87990000	chr4:88020000-88025000,2
chr4	98755000	98760000	chr4:98845000-98850000,2
chr4	99280000	99285000	chr4:99370000-99375000,2
chr4	103105000	103110000	chr4:103145000-103150000,2
chr4	106955000	106960000	chr4:107025000-107030000,2
chr4	114665000	114670000	chr4:114955000-114960000,2
chr4	123305000	123310000	chr4:123375000-123380000,2
chr4	123815000	123820000	chr4:123915000-123920000,2
chr4	137730000	137735000	chr4:137790000-137795000,2
chr4	149275000	149280000	chr4:149340000-149345000,2
chr4	151775000	151780000	chr4:151860000-151865000,2
chr4	9130000	9135000	chr4:9520000-9525000,2
chr4	11650000	11655000	chr4:11730000-11735000,2
chr4	11505000	11510000	chr4:11555000-11560000,2
chr4	41545000	41550000	chr4:41620000-41625000,2
chr4	53245000	53250000	chr4:53295000-53300000,2
chr4	57290000	57295000	chr4:57325000-57330000,2
chr4	57755000	57760000	chr4:57845000-57850000,2
chr4	57450000	57455000	chr4:57500000-57505000,2
chr4	59785000	59790000	chr4:59870000-59875000,2
chr4	65085000	65090000	chr4:65580000-65585000,2
chr4	76520000	76525000	chr4:76585000-76590000,2
chr4	76280000	76285000	chr4:84465000-84470000,2
chr4	82505000	82510000	chr4:82540000-82545000,2
chr4	82360000	82365000	chr4:82395000-82400000,2
chr4	83460000	83465000	chr4:83580000-83585000,2
chr4	87805000	87810000	chr4:87855000-87860000,2
chr4	94745000	94750000	chr4:94785000-94790000,2
chr4	99585000	99590000	chr4:99670000-99675000,2
chr4	101440000	101445000	chr4:101505000-101510000,2
chr4	106990000	106995000	chr4:107075000-107080000,2
chr4	108395000	108400000	chr4:108490000-108495000,2
chr4	106990000	106995000	chr4:107160000-107165000,2
chr4	123405000	123410000	chr4:123445000-123450000,2
chr4	141485000	141490000	chr4:141530000-141535000,2
chr4	150915000	150920000	chr4:150960000-150965000,2
chr4	8560000	8565000	chr4:8595000-8600000,2
chr4	32065000	32070000	chr4:32235000-32240000,2
chr4	47190000	47195000	chr4:47225000-47230000,2
chr4	43835000	43840000	chr4:43875000-43880000,2
chr4	56365000	56370000	chr4:56495000-56500000,2
chr4	57055000	57060000	chr4:57090000-57095000,2
chr4	57955000	57960000	chr4:58075000-58080000,2
chr4	64155000	64160000	chr4:64235000-64240000,2
chr4	64075000	64080000	chr4:64485000-64490000,2
chr4	82550000	82555000	chr4:82595000-82600000,2
chr4	83380000	83385000	chr4:83415000-83420000,2
chr4	87915000	87920000	chr4:87985000-87990000,2
chr4	88065000	88070000	chr4:88110000-88115000,2
chr4	89135000	89140000	chr4:89175000-89180000,2
chr4	93175000	93180000	chr4:93220000-93225000,2
chr4	99030000	99035000	chr4:99110000-99115000,2
chr4	102225000	102230000	chr4:102355000-102360000,2
chr4	105280000	105285000	chr4:105335000-105340000,2
chr4	103070000	103075000	chr4:103105000-103110000,2
chr4	105150000	105155000	chr4:105220000-105225000,2
chr4	102910000	102915000	chr4:102985000-102990000,2
chr4	106835000	106840000	chr4:107160000-107165000,2
chr4	107980000	107985000	chr4:108025000-108030000,2
chr4	123585000	123590000	chr4:123665000-123670000,2
chr4	129730000	129735000	chr4:129775000-129780000,2
chr4	135285000	135290000	chr4:135320000-135325000,2
chr4	143295000	143300000	chr4:143410000-143415000,2
chr4	152185000	152190000	chr4:152265000-152270000,2
chr4	155130000	155135000	chr4:155215000-155220000,2
chr4	155810000	155815000	chr4:155845000-155850000,2
chr4	4140000	4145000	chr4:4300000-4305000,2
chr4	11730000	11735000	chr4:11805000-11810000,2
chr4	32170000	32175000	chr4:32250000-32255000,2
chr4	56810000	56815000	chr4:56850000-56855000,2
chr4	58460000	58465000	chr4:58500000-58505000,2
chr4	62610000	62615000	chr4:62650000-62655000,2
chr4	64530000	64535000	chr4:65125000-65130000,2
chr4	82455000	82460000	chr4:82490000-82495000,2
chr4	89000000	89005000	chr4:89035000-89040000,2
chr4	95000000	95005000	chr4:95055000-95060000,2
chr4	95470000	95475000	chr4:95550000-95555000,2
chr4	95550000	95555000	chr4:95870000-95875000,2
chr4	99555000	99560000	chr4:99610000-99615000,2
chr4	98620000	98625000	chr4:98695000-98700000,2
chr4	100790000	100795000	chr4:100835000-100840000,2
chr4	100180000	100185000	chr4:100255000-100260000,2
chr4	105700000	105705000	chr4:105750000-105755000,2
chr4	101530000	101535000	chr4:101575000-101580000,2
chr4	116220000	116225000	chr4:116285000-116290000,2
chr4	117890000	117895000	chr4:117985000-117990000,2
chr4	129460000	129465000	chr4:129505000-129510000,2
chr4	129380000	129385000	chr4:129445000-129450000,2
chr4	141300000	141305000	chr4:141425000-141430000,2
chr4	9050000	9055000	chr4:9095000-9100000,2
chr4	15145000	15150000	chr4:15210000-15215000,2
chr4	40770000	40775000	chr4:40945000-40950000,2
chr4	54945000	54950000	chr4:55005000-55010000,2
chr4	57670000	57675000	chr4:57720000-57725000,2
chr4	63220000	63225000	chr4:63305000-63310000,2
chr4	72660000	72665000	chr4:72700000-72705000,2
chr4	64530000	64535000	chr4:65580000-65585000,2
chr4	83300000	83305000	chr4:95160000-95165000,2
chr4	88305000	88310000	chr4:88545000-88550000,2
chr4	99000000	99005000	chr4:99035000-99040000,2
chr4	100095000	100100000	chr4:100180000-100185000,2
chr4	107175000	107180000	chr4:107360000-107365000,2
chr4	126215000	126220000	chr4:126260000-126265000,2
chr4	155775000	155780000	chr4:155810000-155815000,2
chr4	40140000	40145000	chr4:40180000-40185000,2
chr4	40840000	40845000	chr4:40940000-40945000,2
chr4	62395000	62400000	chr4:62500000-62505000,2
chr4	83415000	83420000	chr4:83520000-83525000,2
chr4	88350000	88355000	chr4:88435000-88440000,2
chr4	88980000	88985000	chr4:89055000-89060000,2
chr4	95550000	95555000	chr4:95610000-95615000,2
chr4	106835000	106840000	chr4:106910000-106915000,2
chr4	108180000	108185000	chr4:108220000-108225000,2
chr4	119980000	119985000	chr4:120030000-120035000,2
chr4	114665000	114670000	chr4:114980000-114985000,2
chr4	122960000	122965000	chr4:123015000-123020000,2
chr4	120185000	120190000	chr4:120225000-120230000,2
chr4	123215000	123220000	chr4:123335000-123340000,2
chr4	129820000	129825000	chr4:129925000-129930000,2
chr4	139480000	139485000	chr4:139610000-139615000,2
chr4	140800000	140805000	chr4:140900000-140905000,2
chr4	8825000	8830000	chr4:8910000-8915000,2
chr4	45120000	45125000	chr4:45165000-45170000,2
